Time,Sample number,Temperature,Humidity,Sensor response,PM response,Temperature MFC
2020-05-28 09:36:57.809923,2199,35,44,59,48,0
2020-05-28 09:36:57.809931,2200,11,81,20,55,22
2020-05-28 09:36:57.809940,2201,25,80,17,99,17
2020-05-28 09:36:57.809948,2202,11,72,78,63,2
2020-05-28 09:36:57.809956,2203,4,86,96,37,11
2020-05-28 09:36:57.809964,2204,34,81,23,43,37
2020-05-28 09:36:57.809972,2205,27,57,50,71,31
2020-05-28 09:36:57.809981,2206,0,47,43,72,37
2020-05-28 09:36:57.809989,2207,20,51,98,32,28
2020-05-28 09:36:57.809997,2208,19,43,37,39,5
2020-05-28 09:36:57.810005,2209,29,59,57,21,1
2020-05-28 09:36:57.810013,2210,31,43,80,0,9
2020-05-28 09:36:57.810021,2211,3,29,88,84,36
2020-05-28 09:36:57.810030,2212,35,20,40,6,15
2020-05-28 09:36:57.810038,2213,25,30,77,87,32
2020-05-28 09:36:57.810046,2214,11,65,61,75,30
2020-05-28 09:36:57.810054,2215,19,24,54,56,16
2020-05-28 09:36:57.810062,2216,12,80,94,8,1
2020-05-28 09:36:57.810070,2217,6,25,5,47,21
2020-05-28 09:36:57.810079,2218,21,87,43,0,8
2020-05-28 09:36:57.810087,2219,27,83,46,96,25
2020-05-28 09:36:57.810095,2220,20,76,36,62,38
2020-05-28 09:36:57.810103,2221,20,32,69,79,22
2020-05-28 09:36:57.810111,2222,11,29,13,34,33
2020-05-28 09:36:57.810119,2223,40,74,28,8,1
2020-05-28 09:36:57.810128,2224,1,34,7,74,24
2020-05-28 09:36:57.810136,2225,0,31,90,52,19
2020-05-28 09:36:57.810144,2226,1,66,26,56,37
2020-05-28 09:36:57.810152,2227,21,35,95,7,5
2020-05-28 09:36:57.810160,2228,34,86,24,76,21
2020-05-28 09:36:57.810168,2229,15,33,45,1,25
2020-05-28 09:36:57.810177,2230,35,72,44,12,15
2020-05-28 09:36:57.810185,2231,32,27,50,49,15
2020-05-28 09:36:57.810193,2232,14,48,94,69,1
2020-05-28 09:36:57.810201,2233,31,20,20,30,2
2020-05-28 09:36:57.810209,2234,29,61,80,65,37
2020-05-28 09:36:57.810217,2235,16,80,78,93,26
2020-05-28 09:36:57.810225,2236,13,29,26,93,27
2020-05-28 09:36:57.810234,2237,30,48,89,76,9
2020-05-28 09:36:57.810242,2238,1,25,85,81,37
2020-05-28 09:36:57.810250,2239,30,22,4,70,40
2020-05-28 09:36:57.810258,2240,17,21,98,32,10
2020-05-28 09:36:57.810266,2241,28,40,19,87,3
2020-05-28 09:36:57.810274,2242,13,48,74,23,34
2020-05-28 09:36:57.810283,2243,7,83,2,43,7
2020-05-28 09:36:57.810291,2244,23,84,49,94,27
2020-05-28 09:36:57.810299,2245,0,67,2,16,35
2020-05-28 09:36:57.810307,2246,39,67,51,61,24
2020-05-28 09:36:57.810316,2247,9,20,29,56,23
2020-05-28 09:36:57.810324,2248,20,40,45,74,31
2020-05-28 09:36:57.810333,2249,27,71,45,16,36
2020-05-28 09:36:57.810341,2250,29,74,74,60,23
2020-05-28 09:36:57.810349,2251,23,71,75,34,29
2020-05-28 09:36:57.810357,2252,13,78,64,31,0
2020-05-28 09:36:57.810365,2253,20,27,89,23,19
2020-05-28 09:36:57.810373,2254,9,28,95,3,3
2020-05-28 09:36:57.810382,2255,1,47,43,27,19
2020-05-28 09:36:57.810390,2256,13,65,99,97,26
2020-05-28 09:36:57.810398,2257,0,29,82,66,12
2020-05-28 09:36:57.810406,2258,31,37,43,84,22
2020-05-28 09:36:57.810414,2259,0,19,98,35,34
2020-05-28 09:36:57.810422,2260,17,53,70,22,5
2020-05-28 09:36:57.810431,2261,27,27,85,92,33
2020-05-28 09:36:57.810439,2262,16,87,64,46,28
2020-05-28 09:36:57.810447,2263,20,52,81,40,32
2020-05-28 09:36:57.810455,2264,0,20,95,65,13
2020-05-28 09:36:57.810463,2265,1,31,53,8,21
2020-05-28 09:36:57.810472,2266,16,24,10,51,36
2020-05-28 09:36:57.810480,2267,26,43,52,54,38
2020-05-28 09:36:57.810488,2268,20,88,90,84,0
2020-05-28 09:36:57.810496,2269,34,39,96,52,19
2020-05-28 09:36:57.810504,2270,20,87,38,15,8
2020-05-28 09:36:57.810519,2271,40,66,39,97,27
2020-05-28 09:36:57.810536,2272,2,20,32,98,4
2020-05-28 09:36:57.810547,2273,38,54,75,16,32
2020-05-28 09:36:57.810556,2274,37,41,70,65,7
2020-05-28 09:36:57.810564,2275,17,67,92,68,40
2020-05-28 09:36:57.810572,2276,34,66,35,91,39
2020-05-28 09:36:57.810580,2277,10,84,95,61,21
2020-05-28 09:36:57.810588,2278,34,81,37,54,3
2020-05-28 09:36:57.810596,2279,15,59,8,16,16
2020-05-28 09:36:57.810605,2280,32,22,80,61,18
2020-05-28 09:36:57.810613,2281,32,43,100,13,6
2020-05-28 09:36:57.810621,2282,5,38,37,71,21
2020-05-28 09:36:57.810629,2283,12,85,3,48,9
2020-05-28 09:36:57.810638,2284,31,22,30,41,22
2020-05-28 09:36:57.810646,2285,16,68,97,52,7
2020-05-28 09:36:57.810654,2286,7,27,75,54,11
2020-05-28 09:36:57.810662,2287,38,63,47,90,2
2020-05-28 09:36:57.810670,2288,18,49,3,27,31
2020-05-28 09:36:57.810678,2289,13,23,11,9,6
2020-05-28 09:36:57.810687,2290,19,72,5,62,24
2020-05-28 09:36:57.810695,2291,15,74,7,30,19
2020-05-28 09:36:57.810703,2292,18,75,81,60,23
2020-05-28 09:36:57.810711,2293,20,79,71,99,10
2020-05-28 09:36:57.810719,2294,24,64,15,90,28
2020-05-28 09:36:57.810728,2295,13,64,67,64,36
2020-05-28 09:36:57.810736,2296,38,46,27,34,40
2020-05-28 09:36:57.810744,2297,22,86,43,25,14
2020-05-28 09:36:57.810752,2298,6,33,13,54,32
2020-05-28 09:36:57.810760,2299,9,56,84,70,21
2020-05-28 09:36:57.810769,2300,19,28,89,68,40
2020-05-28 09:36:57.810777,2301,19,84,64,4,17
2020-05-28 09:36:57.810785,2302,39,59,25,17,37
2020-05-28 09:36:57.810793,2303,27,68,20,84,21
2020-05-28 09:36:57.810801,2304,5,75,51,99,38
2020-05-28 09:36:57.810810,2305,21,88,98,3,9
2020-05-28 09:36:57.810818,2306,5,71,40,45,10
2020-05-28 09:36:57.810826,2307,3,62,44,86,2
2020-05-28 09:36:57.810834,2308,5,35,22,43,32
2020-05-28 09:36:57.810843,2309,1,88,97,25,25
2020-05-28 09:36:57.810852,2310,2,62,4,44,4
2020-05-28 09:36:57.810860,2311,35,43,65,77,20
2020-05-28 09:36:57.810868,2312,2,51,24,31,20
2020-05-28 09:36:57.810876,2313,2,52,82,51,17
2020-05-28 09:36:57.810884,2314,40,73,38,93,26
2020-05-28 09:36:57.810892,2315,16,19,15,22,2
2020-05-28 09:36:57.810901,2316,34,65,67,19,32
2020-05-28 09:36:57.810909,2317,10,26,4,52,8
2020-05-28 09:36:57.810917,2318,38,73,16,8,7
2020-05-28 09:36:57.810925,2319,34,19,91,80,8
2020-05-28 09:36:57.810933,2320,32,78,53,60,35
2020-05-28 09:36:57.810942,2321,20,43,53,43,7
2020-05-28 09:36:57.810950,2322,0,39,74,20,36
2020-05-28 09:36:57.810958,2323,38,70,13,11,32
2020-05-28 09:36:57.810966,2324,15,79,15,17,13
2020-05-28 09:36:57.810974,2325,39,87,62,42,6
2020-05-28 09:36:57.810982,2326,4,29,66,56,15
2020-05-28 09:36:57.810991,2327,28,39,28,54,12
2020-05-28 09:36:57.810999,2328,36,69,15,43,1
2020-05-28 09:36:57.811007,2329,4,51,28,56,26
2020-05-28 09:36:57.811015,2330,20,89,35,28,1
2020-05-28 09:36:57.811023,2331,26,52,72,6,37
2020-05-28 09:36:57.811032,2332,6,27,93,63,9
2020-05-28 09:36:57.811040,2333,13,29,50,74,4
2020-05-28 09:36:57.811048,2334,38,73,65,56,40
2020-05-28 09:36:57.811056,2335,14,33,44,94,23
2020-05-28 09:36:57.811064,2336,40,48,95,3,19
2020-05-28 09:36:57.811072,2337,7,72,95,5,5
2020-05-28 09:36:57.811081,2338,35,31,7,86,18
2020-05-28 09:36:57.811089,2339,14,47,28,32,23
2020-05-28 09:36:57.811097,2340,14,73,74,26,31
2020-05-28 09:36:57.811105,2341,35,76,62,7,2
2020-05-28 09:36:57.811113,2342,17,69,63,84,7
2020-05-28 09:36:57.811122,2343,11,29,100,90,28
2020-05-28 09:36:57.811130,2344,4,63,14,36,11
2020-05-28 09:36:57.811138,2345,34,28,37,37,1
2020-05-28 09:36:57.811146,2346,37,69,44,54,23
2020-05-28 09:36:57.811155,2347,20,33,86,42,27
2020-05-28 09:36:57.811163,2348,24,53,2,78,38
2020-05-28 09:36:57.811171,2349,9,89,13,93,15
2020-05-28 09:36:57.811179,2350,40,30,55,88,25
2020-05-28 09:36:57.811187,2351,13,69,21,49,31
2020-05-28 09:36:57.811196,2352,36,51,68,80,26
2020-05-28 09:36:57.811204,2353,12,75,88,4,13
2020-05-28 09:36:57.811212,2354,28,23,49,54,35
2020-05-28 09:36:57.811220,2355,27,75,65,14,1
2020-05-28 09:36:57.811228,2356,14,43,51,85,31
2020-05-28 09:36:57.811243,2357,38,83,72,75,25
2020-05-28 09:36:57.811260,2358,19,58,63,72,37
2020-05-28 09:36:57.811271,2359,20,28,60,95,15
2020-05-28 09:36:57.811280,2360,21,78,16,17,4
2020-05-28 09:36:57.811288,2361,14,41,0,44,0
2020-05-28 09:36:57.811296,2362,14,54,41,88,17
2020-05-28 09:36:57.811304,2363,28,31,6,36,11
2020-05-28 09:36:57.811312,2364,15,59,21,31,37
2020-05-28 09:36:57.811321,2365,35,28,70,6,30
2020-05-28 09:36:57.811329,2366,11,33,38,53,20
2020-05-28 09:36:57.811337,2367,11,89,45,57,16
2020-05-28 09:36:57.811345,2368,39,87,8,87,25
2020-05-28 09:36:57.811353,2369,24,31,34,16,24
2020-05-28 09:36:57.811361,2370,17,29,79,43,34
2020-05-28 09:36:57.811370,2371,27,48,76,91,7
2020-05-28 09:36:57.811379,2372,20,60,98,47,32
2020-05-28 09:36:57.811387,2373,26,81,5,95,27
2020-05-28 09:36:57.811395,2374,20,81,68,19,4
2020-05-28 09:36:57.811403,2375,11,44,44,41,19
2020-05-28 09:36:57.811411,2376,35,19,90,67,37
2020-05-28 09:36:57.811419,2377,13,88,98,12,16
2020-05-28 09:36:57.811428,2378,35,65,86,87,15
2020-05-28 09:36:57.811436,2379,16,55,74,28,16
2020-05-28 09:36:57.811444,2380,32,78,63,76,37
2020-05-28 09:36:57.811452,2381,10,76,80,86,35
2020-05-28 09:36:57.811460,2382,20,40,62,91,19
2020-05-28 09:36:57.811468,2383,20,16,55,51,31
2020-05-28 09:36:57.811477,2384,12,20,92,28,0
2020-05-28 09:36:57.811485,2385,37,73,69,5,7
2020-05-28 09:36:57.811493,2386,4,28,53,100,23
2020-05-28 09:36:57.811501,2387,26,65,50,52,11
2020-05-28 09:36:57.811509,2388,24,36,97,6,34
2020-05-28 09:36:57.811518,2389,12,68,8,84,4
2020-05-28 09:36:57.811526,2390,20,53,72,48,11
2020-05-28 09:36:57.811534,2391,40,51,98,19,26
2020-05-28 09:36:57.811542,2392,2,38,97,29,39
2020-05-28 09:36:57.811550,2393,16,16,94,25,14
2020-05-28 09:36:57.811559,2394,16,53,88,68,22
2020-05-28 09:36:57.811567,2395,6,19,65,69,34
2020-05-28 09:36:57.811575,2396,22,49,3,76,3
2020-05-28 09:36:57.811583,2397,8,86,85,3,19
2020-05-28 09:36:57.811592,2398,35,88,12,73,20
2020-05-28 09:36:57.811600,2399,34,85,99,42,15
2020-05-28 09:36:57.811608,2400,2,62,66,37,18
2020-05-28 09:36:57.811616,2401,28,74,92,25,2
2020-05-28 09:36:57.811624,2402,10,56,42,4,15
2020-05-28 09:36:57.811633,2403,10,61,39,28,37
2020-05-28 09:36:57.811641,2404,28,74,44,4,5
2020-05-28 09:36:57.811649,2405,5,82,43,70,19
2020-05-28 09:36:57.811657,2406,39,74,41,50,21
2020-05-28 09:36:57.811665,2407,27,70,6,82,32
2020-05-28 09:36:57.811674,2408,23,56,99,8,17
2020-05-28 09:36:57.811682,2409,11,85,78,36,11
2020-05-28 09:36:57.811706,2410,31,39,97,75,27
2020-05-28 09:36:57.811714,2411,17,28,29,81,7
2020-05-28 09:36:57.811722,2412,7,45,34,43,34
2020-05-28 09:36:57.811730,2413,22,88,21,96,17
2020-05-28 09:36:57.811738,2414,15,32,95,12,29
2020-05-28 09:36:57.811746,2415,0,50,64,97,6
2020-05-28 09:36:57.811754,2416,7,38,57,50,33
2020-05-28 09:36:57.811762,2417,2,29,43,3,30
2020-05-28 09:36:57.811770,2418,7,80,10,30,25
2020-05-28 09:36:57.811778,2419,33,82,48,74,9
2020-05-28 09:36:57.811786,2420,15,19,82,38,15
2020-05-28 09:36:57.811794,2421,20,62,43,51,3
2020-05-28 09:36:57.811801,2422,40,17,38,39,40
2020-05-28 09:36:57.811809,2423,17,73,33,34,20
2020-05-28 09:36:57.811817,2424,1,77,81,90,6
2020-05-28 09:36:57.811825,2425,33,28,20,91,8
2020-05-28 09:36:57.811833,2426,27,82,28,19,15
2020-05-28 09:36:57.811841,2427,1,74,93,53,35
2020-05-28 09:36:57.811849,2428,5,59,3,28,13
2020-05-28 09:36:57.811857,2429,28,63,91,65,20
2020-05-28 09:36:57.811865,2430,29,87,5,61,3
2020-05-28 09:36:57.811873,2431,20,21,6,35,12
2020-05-28 09:36:57.811881,2432,10,87,42,75,33
2020-05-28 09:36:57.811889,2433,26,17,12,5,34
2020-05-28 09:36:57.811897,2434,27,19,72,29,31
2020-05-28 09:36:57.811905,2435,13,76,30,18,17
2020-05-28 09:36:57.811913,2436,28,43,12,99,37
2020-05-28 09:36:57.811921,2437,13,19,17,39,4
2020-05-28 09:36:57.811929,2438,15,66,82,39,40
2020-05-28 09:36:57.811937,2439,23,84,24,44,40
2020-05-28 09:36:57.811945,2440,39,67,82,72,10
2020-05-28 09:36:57.811953,2441,1,53,67,64,11
2020-05-28 09:36:57.811961,2442,25,86,90,83,39
2020-05-28 09:36:57.811969,2443,0,23,34,100,3
2020-05-28 09:36:57.811984,2444,39,38,84,9,39
2020-05-28 09:36:57.812000,2445,22,27,1,76,16
2020-05-28 09:36:57.812011,2446,6,43,55,19,12
2020-05-28 09:36:57.812019,2447,8,44,17,86,12
2020-05-28 09:36:57.812027,2448,40,71,15,77,0
2020-05-28 09:36:57.812035,2449,24,76,79,76,34
2020-05-28 09:36:57.812043,2450,18,35,77,40,18
2020-05-28 09:36:57.812051,2451,26,15,26,20,10
2020-05-28 09:36:57.812059,2452,4,86,100,34,36
2020-05-28 09:36:57.812067,2453,34,53,90,59,20
2020-05-28 09:36:57.812075,2454,1,64,19,60,7
2020-05-28 09:36:57.812083,2455,13,30,42,23,31
2020-05-28 09:36:57.812091,2456,36,72,94,75,2
2020-05-28 09:36:57.812098,2457,15,32,43,27,18
2020-05-28 09:36:57.812106,2458,38,54,43,90,1
2020-05-28 09:36:57.812114,2459,27,22,28,100,0
2020-05-28 09:36:57.812123,2460,8,81,40,53,10
2020-05-28 09:36:57.812130,2461,14,27,34,77,8
2020-05-28 09:36:57.812138,2462,20,30,58,52,6
2020-05-28 09:36:57.812146,2463,21,75,2,55,33
2020-05-28 09:36:57.812154,2464,17,59,64,65,38
2020-05-28 09:36:57.812162,2465,20,19,25,81,24
2020-05-28 09:36:57.812170,2466,22,55,2,22,32
2020-05-28 09:36:57.812178,2467,14,46,91,98,18
2020-05-28 09:36:57.812186,2468,4,57,72,13,27
2020-05-28 09:36:57.812194,2469,7,51,45,52,3
2020-05-28 09:36:57.812202,2470,32,29,42,83,39
2020-05-28 09:36:57.812210,2471,1,42,82,72,9
2020-05-28 09:36:57.812218,2472,15,19,100,97,38
2020-05-28 09:36:57.812226,2473,27,17,16,8,13
2020-05-28 09:36:57.812234,2474,17,58,55,66,13
2020-05-28 09:36:57.812241,2475,9,72,25,19,34
2020-05-28 09:36:57.812249,2476,40,26,89,75,18
2020-05-28 09:36:57.812257,2477,17,15,95,26,6
2020-05-28 09:36:57.812265,2478,8,40,32,31,25
2020-05-28 09:36:57.812273,2479,39,22,87,95,36
2020-05-28 09:36:57.812281,2480,40,55,81,22,4
2020-05-28 09:36:57.812289,2481,6,18,16,67,15
2020-05-28 09:36:57.812297,2482,9,82,27,18,20
2020-05-28 09:36:57.812305,2483,25,44,98,53,26
2020-05-28 09:36:57.812313,2484,13,89,41,27,11
2020-05-28 09:36:57.812321,2485,28,55,22,60,3
2020-05-28 09:36:57.812329,2486,22,61,98,3,36
2020-05-28 09:36:57.812336,2487,19,88,51,34,3
2020-05-28 09:36:57.812344,2488,5,83,38,90,6
2020-05-28 09:36:57.812352,2489,0,90,45,1,3
2020-05-28 09:36:57.812360,2490,34,39,88,25,12
2020-05-28 09:36:57.812368,2491,12,66,58,54,9
2020-05-28 09:36:57.812376,2492,39,73,42,26,37
2020-05-28 09:36:57.812384,2493,29,42,63,50,40
2020-05-28 09:36:57.812392,2494,23,75,100,57,16
2020-05-28 09:36:57.812400,2495,20,87,2,24,31
2020-05-28 09:36:57.812408,2496,40,75,80,93,32
2020-05-28 09:36:57.812416,2497,14,63,87,72,15
2020-05-28 09:36:57.812424,2498,33,20,33,27,9
2020-05-28 09:36:57.812432,2499,2,81,80,62,17
2020-05-28 09:36:57.812440,2500,34,69,99,47,25
2020-05-28 09:36:57.812448,2501,40,26,31,80,39
2020-05-28 09:36:57.812456,2502,25,18,9,12,17
2020-05-28 09:36:57.812463,2503,29,32,42,30,23
2020-05-28 09:36:57.812471,2504,39,70,57,0,37
2020-05-28 09:36:57.812479,2505,2,73,1,48,6
2020-05-28 09:36:57.812487,2506,32,87,81,53,33
2020-05-28 09:36:57.812495,2507,9,67,19,86,1
2020-05-28 09:36:57.812503,2508,5,32,16,72,5
2020-05-28 09:36:57.812511,2509,16,79,32,43,19
2020-05-28 09:36:57.812519,2510,3,43,66,86,0
2020-05-28 09:36:57.812527,2511,11,29,85,9,10
2020-05-28 09:36:57.812535,2512,0,40,49,44,11
2020-05-28 09:36:57.812543,2513,3,38,34,18,25
2020-05-28 09:36:57.812551,2514,12,32,69,79,37
2020-05-28 09:36:57.812558,2515,7,31,23,54,11
2020-05-28 09:36:57.812566,2516,6,89,61,38,35
2020-05-28 09:36:57.812574,2517,36,81,47,100,19
2020-05-28 09:36:57.812582,2518,4,60,74,21,1
2020-05-28 09:36:57.812590,2519,0,32,13,12,28
2020-05-28 09:36:57.812598,2520,20,79,39,87,32
2020-05-28 09:36:57.812606,2521,28,26,67,93,12
2020-05-28 09:36:57.812614,2522,31,15,78,58,24
2020-05-28 09:36:57.812622,2523,14,81,15,68,16
2020-05-28 09:36:57.812629,2524,36,78,31,27,17
2020-05-28 09:36:57.812637,2525,3,48,42,44,24
2020-05-28 09:36:57.812645,2526,13,68,34,37,39
2020-05-28 09:36:57.812653,2527,18,70,62,89,15
2020-05-28 09:36:57.812661,2528,31,86,58,54,2
2020-05-28 09:36:57.812669,2529,39,30,33,49,6
2020-05-28 09:36:57.812685,2530,3,22,12,1,24
2020-05-28 09:36:57.812701,2531,16,52,50,44,29
2020-05-28 09:36:57.812711,2532,27,15,10,75,12
2020-05-28 09:36:57.812720,2533,11,25,30,97,17
2020-05-28 09:36:57.812728,2534,12,22,59,8,3
2020-05-28 09:36:57.812735,2535,38,22,83,35,14
2020-05-28 09:36:57.812743,2536,2,70,77,26,18
2020-05-28 09:36:57.812751,2537,1,57,17,33,13
2020-05-28 09:36:57.812759,2538,0,60,27,87,5
2020-05-28 09:36:57.812767,2539,33,47,36,63,21
2020-05-28 09:36:57.812775,2540,28,60,31,62,26
2020-05-28 09:36:57.812783,2541,34,18,10,69,27
2020-05-28 09:36:57.812791,2542,23,27,11,17,28
2020-05-28 09:36:57.812799,2543,7,76,60,0,23
2020-05-28 09:36:57.812807,2544,11,24,49,0,30
2020-05-28 09:36:57.812815,2545,11,40,11,67,9
2020-05-28 09:36:57.812828,2546,31,31,17,55,17
2020-05-28 09:36:57.812841,2547,33,58,89,17,20
2020-05-28 09:36:57.812850,2548,34,67,17,68,13
2020-05-28 09:36:57.812858,2549,9,48,100,99,32
2020-05-28 09:36:57.812866,2550,26,59,45,32,13
2020-05-28 09:36:57.812874,2551,21,86,76,46,39
2020-05-28 09:36:57.812882,2552,20,73,15,50,13
2020-05-28 09:36:57.812890,2553,31,77,74,19,1
2020-05-28 09:36:57.812898,2554,8,85,64,69,21
2020-05-28 09:36:57.812906,2555,7,18,97,88,9
2020-05-28 09:36:57.812914,2556,5,46,44,43,22
2020-05-28 09:36:57.812921,2557,11,54,77,11,4
2020-05-28 09:36:57.812929,2558,0,56,93,98,17
2020-05-28 09:36:57.812938,2559,4,18,33,34,6
2020-05-28 09:36:57.812946,2560,34,61,43,48,34
2020-05-28 09:36:57.812954,2561,17,20,31,15,5
2020-05-28 09:36:57.812962,2562,8,21,30,80,24
2020-05-28 09:36:57.812970,2563,8,38,45,58,14
2020-05-28 09:36:57.812978,2564,24,75,20,43,23
2020-05-28 09:36:57.812986,2565,3,67,24,12,9
2020-05-28 09:36:57.812994,2566,3,51,58,66,1
2020-05-28 09:36:57.813002,2567,33,33,61,95,21
2020-05-28 09:36:57.813010,2568,15,80,28,80,25
2020-05-28 09:36:57.813018,2569,31,22,70,81,40
2020-05-28 09:36:57.813026,2570,39,89,94,91,16
2020-05-28 09:36:57.813034,2571,38,22,82,16,31
2020-05-28 09:36:57.813042,2572,4,78,30,18,25
2020-05-28 09:36:57.813049,2573,3,84,72,35,20
2020-05-28 09:36:57.813057,2574,7,74,11,36,10
2020-05-28 09:36:57.813065,2575,9,80,98,59,14
2020-05-28 09:36:57.813073,2576,23,29,12,25,29
2020-05-28 09:36:57.813081,2577,38,62,53,25,15
2020-05-28 09:36:57.813089,2578,13,33,82,100,29
2020-05-28 09:36:57.813097,2579,29,46,47,90,11
2020-05-28 09:36:57.813105,2580,10,36,67,78,1
2020-05-28 09:36:57.813113,2581,14,53,38,95,30
2020-05-28 09:36:57.813121,2582,21,41,6,29,10
2020-05-28 09:36:57.813129,2583,6,46,2,9,35
2020-05-28 09:36:57.813137,2584,29,82,46,72,18
2020-05-28 09:36:57.813145,2585,1,26,16,15,23
2020-05-28 09:36:57.813153,2586,18,57,75,78,36
2020-05-28 09:36:57.813160,2587,34,26,51,24,0
2020-05-28 09:36:57.813168,2588,4,46,37,20,16
2020-05-28 09:36:57.813176,2589,10,31,57,58,32
2020-05-28 09:36:57.813184,2590,35,18,77,23,30
2020-05-28 09:36:57.813192,2591,6,65,90,91,9
2020-05-28 09:36:57.813200,2592,24,81,39,66,17
2020-05-28 09:36:57.813208,2593,24,81,68,92,0
2020-05-28 09:36:57.813216,2594,5,42,33,38,35
2020-05-28 09:36:57.813224,2595,16,72,98,41,39
2020-05-28 09:36:57.813231,2596,21,85,7,5,6
2020-05-28 09:36:57.813239,2597,37,19,87,57,9
2020-05-28 09:36:57.813247,2598,26,62,68,76,12
2020-05-28 09:36:57.813255,2599,30,57,62,70,17
2020-05-28 09:36:57.813263,2600,36,17,28,32,13
2020-05-28 09:36:57.813271,2601,1,85,54,13,35
2020-05-28 09:36:57.813279,2602,10,82,44,61,3
2020-05-28 09:36:57.813287,2603,32,85,2,86,13
2020-05-28 09:36:57.813295,2604,0,28,80,0,13
2020-05-28 09:36:57.813303,2605,24,20,27,0,1
2020-05-28 09:36:57.813311,2606,28,81,45,16,29
2020-05-28 09:36:57.813318,2607,34,40,32,10,23
2020-05-28 09:36:57.813326,2608,11,66,59,46,32
2020-05-28 09:36:57.813334,2609,18,41,17,35,26
2020-05-28 09:36:57.813342,2610,22,90,82,71,23
2020-05-28 09:36:57.813350,2611,17,48,7,73,2
2020-05-28 09:36:57.813358,2612,16,28,29,45,36
2020-05-28 09:36:57.813366,2613,5,78,18,66,22
2020-05-28 09:36:57.813374,2614,33,86,78,6,6
2020-05-28 09:36:57.813382,2615,27,28,63,85,6
2020-05-28 09:36:57.813390,2616,21,25,14,75,35
2020-05-28 09:36:57.813405,2617,6,86,92,49,22
2020-05-28 09:36:57.813422,2618,8,43,84,79,23
2020-05-28 09:36:57.813433,2619,31,37,16,76,8
2020-05-28 09:36:57.813441,2620,39,75,12,1,22
2020-05-28 09:36:57.813449,2621,33,78,47,46,1
2020-05-28 09:36:57.813457,2622,31,70,32,61,36
2020-05-28 09:36:57.813465,2623,3,66,75,13,9
2020-05-28 09:36:57.813473,2624,0,24,16,64,27
2020-05-28 09:36:57.813481,2625,10,45,1,32,18
2020-05-28 09:36:57.813489,2626,40,75,16,89,21
2020-05-28 09:36:57.813497,2627,14,32,16,96,22
2020-05-28 09:36:57.813504,2628,6,18,100,18,36
2020-05-28 09:36:57.813512,2629,38,36,89,58,0
2020-05-28 09:36:57.813520,2630,21,51,57,12,13
2020-05-28 09:36:57.813528,2631,39,71,36,71,22
2020-05-28 09:36:57.813536,2632,19,37,49,82,20
2020-05-28 09:36:57.813544,2633,39,86,51,87,18
2020-05-28 09:36:57.813552,2634,40,87,87,80,31
2020-05-28 09:36:57.813560,2635,5,87,87,48,36
2020-05-28 09:36:57.813567,2636,40,32,24,86,8
2020-05-28 09:36:57.813575,2637,0,17,20,6,34
2020-05-28 09:36:57.813583,2638,9,26,8,29,2
2020-05-28 09:36:57.813591,2639,10,32,64,90,21
2020-05-28 09:36:57.813599,2640,18,79,82,42,38
2020-05-28 09:36:57.813607,2641,0,56,45,21,0
2020-05-28 09:36:57.813615,2642,0,28,56,31,39
2020-05-28 09:36:57.813623,2643,12,77,31,54,7
2020-05-28 09:36:57.813630,2644,11,32,24,1,9
2020-05-28 09:36:57.813638,2645,29,21,54,40,6
2020-05-28 09:36:57.813646,2646,29,80,63,98,25
2020-05-28 09:36:57.813654,2647,29,83,35,73,4
2020-05-28 09:36:57.813662,2648,9,19,5,35,37
2020-05-28 09:36:57.813670,2649,32,67,49,46,28
2020-05-28 09:36:57.813677,2650,19,34,36,64,15
2020-05-28 09:36:57.813685,2651,33,36,1,56,27
2020-05-28 09:36:57.813693,2652,26,73,67,19,9
2020-05-28 09:36:57.813701,2653,0,70,30,0,40
2020-05-28 09:36:57.813709,2654,23,88,17,70,32
2020-05-28 09:36:57.813717,2655,25,47,10,47,9
2020-05-28 09:36:57.813725,2656,2,17,15,21,33
2020-05-28 09:36:57.813733,2657,19,15,39,36,13
2020-05-28 09:36:57.813741,2658,38,18,19,10,19
2020-05-28 09:36:57.813748,2659,18,87,65,13,23
2020-05-28 09:36:57.813756,2660,39,82,71,34,0
2020-05-28 09:36:57.813764,2661,19,32,80,66,34
2020-05-28 09:36:57.813772,2662,0,83,9,56,17
2020-05-28 09:36:57.813780,2663,13,34,82,31,8
2020-05-28 09:36:57.813788,2664,6,19,30,54,14
2020-05-28 09:36:57.813796,2665,40,70,98,19,15
2020-05-28 09:36:57.813804,2666,4,18,58,76,4
2020-05-28 09:36:57.813812,2667,29,42,70,18,20
2020-05-28 09:36:57.813820,2668,18,84,80,56,34
2020-05-28 09:36:57.813827,2669,7,27,38,1,7
2020-05-28 09:36:57.813835,2670,1,80,30,62,1
2020-05-28 09:36:57.813843,2671,10,22,60,89,16
2020-05-28 09:36:57.813851,2672,40,19,41,87,25
2020-05-28 09:36:57.813859,2673,32,71,99,92,7
2020-05-28 09:36:57.813867,2674,16,71,74,4,35
2020-05-28 09:36:57.813875,2675,23,48,27,74,2
2020-05-28 09:36:57.813883,2676,12,27,5,41,6
2020-05-28 09:36:57.813891,2677,36,80,47,16,4
2020-05-28 09:36:57.813898,2678,31,69,35,17,30
2020-05-28 09:36:57.813906,2679,8,87,55,27,28
